# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_12h_LPS1
#
# total peaks = 10857
# peak size = 108
# peaks found using tags on both strands
# minimum distance between peaks = 216
# fragment length = 300
# genome size = 2000000000
# Total tags = 14840810.5
# Total tags in peaks = 226621.0
# Approximate IP efficiency = 1.53%
# tags per bp = 0.007069
# expected tags per peak = 0.763
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 1.456803e-06
# FDR tag threshold = 8.0
# number of putative peaks = 69266
#
# input tag directory = Anat_WT_12h_LPS1
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 56614
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 1788
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 7
#
# cmd = findPeaks Anat_WT_12h_LPS1 -o Anat_WT_12h_LPS1.peaks.txt -style factor -fragLength 300 -i Anat_WT_12h_LPS1
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr13-1	chr13	9010987	9011095	+	263.1	0.908	169.500000	390.5	2.0	195.25	0.00e+00	86.50	0.00e+00	0.68
chr13-58	chr13	9010987	9011095	+	167.4	0.904	87.500000	248.5	18.0	13.81	6.42e-185	40.97	6.33e-297	1.16
chrX-2	chrX	139917553	139917661	+	160.4	0.971	119.500000	238.0	0.5	476.00	0.00e+00	84.66	0.00e+00	0.81
chrX-3	chrX	139917553	139917661	+	159.4	0.971	111.500000	236.5	2.5	94.60	0.00e+00	83.31	0.00e+00	0.88
chr9-6	chr9	3029675	3029783	+	146.6	0.784	155.500000	217.5	30.5	7.13	3.76e-106	5.52	7.91e-86	0.60
chr9-5	chr9	3024292	3024400	+	138.8	0.592	155.500000	206.0	30.0	6.87	3.78e-98	4.99	1.88e-74	0.59
chr16-2	chr16	55934808	55934916	+	133.1	0.621	142.500000	197.5	29.0	6.81	3.68e-93	49.83	1.27e-252	0.64
chr9-10	chr9	3025657	3025765	+	132.7	0.618	136.000000	197.0	35.5	5.55	1.16e-78	4.52	1.22e-64	0.67
chr9-7	chr9	3006794	3006902	+	131.4	0.810	155.000000	195.0	40.5	4.81	3.56e-68	6.20	1.09e-85	0.60
chr13-2	chr13	8884928	8885036	+	126.0	0.602	134.500000	187.0	37.0	5.05	1.33e-68	44.32	8.91e-231	0.66
chr9-43	chr9	3006792	3006900	+	125.3	0.882	103.000000	186.0	19.0	9.79	5.73e-114	5.88	2.76e-78	0.87
chr12-23	chr12	66174837	66174945	+	122.0	0.619	113.500000	181.0	39.5	4.58	2.37e-60	25.90	1.75e-182	0.77
chr12-8	chr12	8647761	8647869	+	115.9	0.693	125.500000	172.0	42.0	4.10	5.62e-51	33.20	2.03e-191	0.69
chr12-16	chr12	32184607	32184715	+	112.5	0.575	119.500000	167.0	30.5	5.48	3.48e-66	31.18	1.65e-181	0.72
chr17-31	chr17	3557673	3557781	+	108.5	0.568	106.500000	161.0	38.0	4.24	1.20e-49	25.53	1.41e-161	0.80
chr16-7	chr16	57121636	57121744	+	105.5	0.602	122.000000	156.5	33.0	4.74	6.10e-54	33.65	1.81e-174	0.68
chr2-26	chr2	84555603	84555711	+	104.8	0.549	110.000000	155.5	22.5	6.91	1.60e-74	22.43	4.68e-147	0.75
chr17-18	chr17	13744964	13745072	+	104.8	0.635	129.000000	155.5	8.5	18.29	5.16e-134	15.71	2.26e-124	0.64
chr2-41	chr2	139892490	139892598	+	104.4	0.692	102.000000	155.0	35.0	4.43	3.63e-50	27.97	1.53e-161	0.81
chr10-8	chr10	118677301	118677409	+	103.8	0.589	117.000000	154.0	37.0	4.16	1.15e-46	21.27	5.94e-143	0.73
chr9-69	chr9	3012479	3012587	+	103.4	0.875	92.500000	153.5	15.0	10.23	1.48e-96	7.80	1.51e-80	0.91
chr18-168	chr18	13107743	13107851	+	98.4	0.907	59.000000	146.0	21.0	6.95	8.33e-71	68.75	5.82e-208	1.38
chr7-40	chr7	144602583	144602691	+	98.0	0.561	108.500000	145.5	31.0	4.69	9.60e-50	23.06	2.41e-139	0.74
chr10-33	chr10	4540713	4540821	+	97.4	0.547	100.000000	144.5	32.5	4.45	9.17e-47	19.29	8.89e-128	0.80
chr9-31	chr9	3032612	3032720	+	95.7	0.587	109.500000	142.0	15.0	9.47	1.28e-85	4.09	2.61e-42	0.72
chr10-26	chr10	20031986	20032094	+	94.3	0.588	104.500000	140.0	25.0	5.60	6.45e-57	20.18	4.52e-127	0.77
chr13-41	chr13	112515718	112515826	+	93.3	0.645	93.500000	138.5	34.5	4.01	3.31e-40	32.65	8.52e-153	0.87
chr13-34	chr13	35998022	35998130	+	92.6	0.610	98.500000	137.5	22.5	6.11	7.15e-60	41.98	3.01e-166	0.81
chr9-54	chr9	21760278	21760386	+	91.0	0.578	97.500000	135.0	30.0	4.50	1.15e-44	25.71	3.51e-136	0.80
chr6-33	chr6	56873978	56874086	+	90.3	0.633	98.500000	134.0	25.0	5.36	1.80e-52	34.05	5.50e-151	0.81
chr13-57	chr13	93124789	93124897	+	88.9	0.547	88.500000	132.0	26.0	5.08	3.39e-49	20.60	4.83e-121	0.86
chr15-30	chr15	94373851	94373959	+	86.6	0.572	98.500000	128.5	28.0	4.59	3.94e-43	20.74	1.36e-117	0.80
chr12-63	chr12	4775953	4776061	+	86.2	0.644	93.000000	128.0	27.0	4.74	1.01e-44	64.24	7.56e-179	0.81
chr7-56	chr7	48888991	48889099	+	85.9	0.560	98.500000	127.5	31.0	4.11	3.81e-38	17.21	6.03e-107	0.76
chr8-40	chr8	47772348	47772456	+	85.9	0.642	101.500000	127.5	23.0	5.54	3.61e-51	52.49	2.69e-166	0.74
chr4-37	chr4	139178693	139178801	+	83.9	0.674	94.500000	124.5	23.5	5.30	5.23e-48	43.77	7.70e-153	0.79
chr6-64	chr6	121060391	121060499	+	83.6	0.710	87.000000	124.0	29.5	4.20	2.43e-38	44.54	5.80e-154	0.85
chr3-69	chr3	19935061	19935169	+	82.5	0.636	89.500000	122.5	26.5	4.62	1.73e-41	42.02	2.74e-148	0.82
chr17-48	chr17	15701410	15701518	+	82.2	0.633	94.000000	122.0	23.0	5.30	1.73e-47	25.87	1.43e-123	0.80
chr7-76	chr7	138703768	138703876	+	81.9	0.641	92.500000	121.5	22.5	5.40	1.05e-47	37.34	4.85e-141	0.80
chr8-539	chr8	4656727	4656835	+	81.5	0.856	44.500000	121.0	0.5	242.00	2.82e-238	91.59	1.43e-187	1.64
chr10-69	chr10	84039178	84039286	+	81.5	0.646	88.500000	121.0	16.0	7.56	7.99e-63	23.46	1.22e-117	0.82
chr11-35	chr11	31770694	31770802	+	81.2	0.674	95.500000	120.5	9.0	13.39	6.44e-89	25.55	9.51e-121	0.76
chr8-77	chr8	72298738	72298846	+	80.9	0.656	90.500000	120.0	28.0	4.29	6.13e-38	34.95	9.71e-137	0.80
chr3-54	chr3	30894550	30894658	+	80.2	0.602	93.500000	119.0	25.5	4.67	4.58e-41	32.01	3.26e-131	0.77
chr5-39	chr5	23900209	23900317	+	79.8	0.628	96.000000	118.5	13.5	8.78	7.91e-68	29.94	1.33e-126	0.77
chr14-28	chr14	73924798	73924906	+	79.5	0.672	96.000000	118.0	29.0	4.07	2.62e-35	48.04	2.14e-150	0.77
chr3-79	chr3	95428948	95429056	+	79.2	0.560	88.000000	117.5	21.0	5.60	1.16e-47	20.72	1.40e-107	0.82
chr7-78	chr7	52622623	52622731	+	78.8	0.596	92.000000	117.0	27.0	4.33	1.81e-37	20.33	6.89e-107	0.80
chr9-118	chr9	24346487	24346595	+	78.8	0.979	79.500000	117.0	1.0	117.00	9.35e-194	70.50	2.66e-168	0.91
chr12-67	chr12	70284964	70285072	+	78.8	0.643	92.000000	117.0	21.5	5.44	1.11e-46	26.36	1.63e-119	0.79
chr4-100	chr4	108000760	108000868	+	78.5	0.633	80.500000	116.5	25.5	4.57	4.57e-39	35.93	2.17e-133	0.90
chr7-79	chr7	107854870	107854978	+	78.2	0.594	92.000000	116.0	26.0	4.46	2.65e-38	30.01	8.20e-125	0.81
chr9-84	chr9	24346487	24346595	+	77.5	0.981	89.000000	115.0	3.5	32.86	3.94e-128	68.40	5.77e-164	0.81
chr4-53	chr4	117852477	117852585	+	77.2	0.561	91.500000	114.5	14.0	8.18	1.70e-62	22.20	4.02e-108	0.78
chr2-70	chr2	144381797	144381905	+	76.8	0.606	88.500000	114.0	27.5	4.15	7.14e-35	32.84	5.30e-127	0.84
chr7-115	chr7	148358661	148358769	+	76.8	0.695	85.500000	114.0	27.5	4.15	7.14e-35	23.13	2.83e-110	0.83
chr3-105	chr3	107136741	107136849	+	76.5	0.529	82.500000	113.5	23.5	4.83	2.99e-40	11.65	1.45e-77	0.87
chr4-56	chr4	147514291	147514399	+	76.5	0.565	90.500000	113.5	24.5	4.63	1.24e-38	29.49	1.36e-120	0.80
chr5-54	chr5	114580864	114580972	+	75.5	0.647	91.000000	112.0	13.0	8.62	7.47e-64	27.50	1.80e-116	0.78
chr2-57	chr2	145760489	145760597	+	74.5	0.692	95.000000	110.5	24.5	4.51	1.19e-36	48.89	6.01e-141	0.75
chr12-80	chr12	60167763	60167871	+	74.5	0.687	86.000000	110.5	25.5	4.33	3.61e-35	27.65	1.81e-114	0.80
chr16-51	chr16	20611642	20611750	+	74.5	0.684	85.500000	110.5	25.5	4.33	3.61e-35	34.90	3.13e-125	0.85
chr1-86	chr1	165333803	165333911	+	74.1	0.686	88.000000	110.0	21.5	5.12	1.33e-41	46.75	4.58e-139	0.80
chr7-134	chr7	26022988	26023096	+	73.8	0.557	82.000000	109.5	27.0	4.06	1.80e-32	13.42	5.13e-81	0.84
chr9-72	chr9	3007350	3007458	+	73.8	0.496	92.000000	109.5	16.0	6.84	1.62e-52	4.08	1.13e-32	0.78
chr5-121	chr5	28118114	28118222	+	73.1	0.586	77.000000	108.5	26.0	4.17	3.32e-33	20.10	4.41e-98	0.89
chr18-45	chr18	60685914	60686022	+	73.1	0.579	88.500000	108.5	24.0	4.52	4.22e-36	21.30	1.10e-100	0.80
chr5-51	chr5	121063175	121063283	+	72.8	0.521	92.000000	108.0	21.5	5.02	3.46e-40	15.73	1.98e-87	0.77
chr9-88	chr9	121766866	121766974	+	72.8	0.540	88.000000	108.0	20.5	5.27	5.43e-42	25.27	1.49e-108	0.80
chr12-90	chr12	88607355	88607463	+	72.8	0.620	83.000000	108.0	26.0	4.15	3.32e-33	28.06	2.72e-113	0.84
chr7-73	chr7	13420119	13420227	+	72.4	0.588	92.500000	107.5	19.0	5.66	3.72e-44	35.80	5.12e-123	0.76
chr7-122	chr7	121706289	121706397	+	70.8	0.587	84.000000	105.0	25.5	4.12	4.98e-32	26.68	5.66e-108	0.81
chr17-63	chr17	57136689	57136797	+	70.8	0.633	88.500000	105.0	22.0	4.77	2.93e-37	29.50	2.13e-112	0.79
chr2-82	chr2	11699174	11699282	+	70.4	0.708	84.500000	104.5	21.5	4.86	2.10e-37	14.31	4.54e-80	0.82
chr3-97	chr3	89197608	89197716	+	70.4	0.659	83.500000	104.5	18.0	5.81	6.31e-44	14.38	2.73e-80	0.81
chr4-169	chr4	86221494	86221602	+	70.4	0.709	72.500000	104.5	25.0	4.18	4.30e-32	32.23	5.32e-115	0.93
chr5-67	chr5	121062799	121062907	+	70.4	0.542	87.500000	104.5	20.0	5.22	5.01e-40	15.13	1.97e-82	0.79
